target distance, reaction time, accuracy
5,-1,0.1630595
5,-1,0.8734624
5,-1,0.6349939
5,-1,0.6554803
5,-1,0.533442
5,-1,0.5394472
5,-1,0.581862
5,-1,0.679166
5,-1,0.5662171
5,-1,0.6582691
5,-1,0.6083106
5,-1,0.6770518
5,-1,0.6661444
