target distance, reaction time, accuracy
5,-1,0.4095458
5,-1,0.6665827
5,-1,0.2803861
5,-1,0.45212
5,-1,0.4576685
5,-1,0.5422294
5,-1,0.7916331
5,-1,0.4169722
5,-1,0.4436054
5,-1,0.4340039
