target distance, reaction time, accuracy
5,2.10532,0.6931298
5,-1,0.7930479
5,2.902946,0.4400544
5,-1,0.8004308
5,3.444275,0.06072676
5,-1,0.5071498
5,-1,0.6854806
5,-1,0.6482658
5,-1,0.4762012
5,40.44345,0.4606791
5,-1,0.5181295
5,-1,0.7371572
5,-1,0.3830364
5,-1,0.5821795
