target distance, reaction time, accuracy
5,3.819239,0.02921599
5,-1,0.4055612
5,3.305424,0.3930551
15,4.416115,0.2490177
15,-1,0.4715247
15,-1,0.8804343
15,-1,0.8958057
15,-1,0.613956
15,-1,0.251327
15,-1,0.1843252
15,-1,0.5147718
15,-1,0.8194476
15,-1,0.8275157
15,-1,0.606475
