target distance,reaction time,accuracy,position
5,-1,0.1079499,flanc
5,-1,0.9495746,flanc
9,3.041321,0.1673217,flanc
9,3.152611,0.3192728,flanc
9,-1,0.8201708,flanc
17,4.708214,0.08285338,flanc
7,2.791824,0.04806888,flanc
7,-1,0.6619833,flanc
